사과;Apfel;;I
빵;Brot;;I
밥;Reis, Mahlzeit;;I
한식;koreanisches Essen;;I
김치;Kimchi;;I
김치찌개;Kimchieintopf;;I
순두부찌개;Tofueintopf;;II
불고기;Bulgogi;;I
비빔밥;Bibimbab;;I
삼겹살;Bauchfleisch;;I
냉면;Kalte Nudeln;;I
고기;Fleisch;;I
바나나;Banane;;I
라면;Ramyeon, Instant Nudeln;;I
오렌지;Orange;;I
치킨;Huhn;;I
반찬;Beilage;;I
잡채;Japchae;;II
망고;Mango;;I
