무엇;was;;I
어디;wo;;I
어때요?;wie?;;I
무슨;welcher, welche, welches;;I
어떻게;wie;;I
몇;wie viel;;I
얼마나;wie viele;;I
얼마;wieviel;;I
누구;wer;;I
누가;wer;;I
언제;wann;;I
어떤;welcher, was für ein;;I
웬;warum, wie, weshalb, welche/r/s, was für ein/e;;II
