가족;Familie;;I
엄마;Mama;;I
아빠;Papa;;I
아기;Baby;;I
형제;Geschwister;;I
언니;ältere Schwester einer weiblichen Person;;I
누나;ältere Schwester einer männlichen Person;;I
형;älterer Bruder einer männlichen Person;;I
동생;jüngere Geschwister;;I
여동생;jüngere Schwester;;I
남동생;jüngerer Bruder;;I
