집;Haus;;I
정원;Garten;;I
가게;Geschäft;;I
마트;Supermarkt (größer);;II
식당;Restaurant;;I
빵집;Bäckerei;;I
학교;Schule;;I
공원;Park;;I
시장;Markt;;I
슈퍼마켓 (슈퍼);Supermarkt;;I
커피숍;Cafe;;I
ATM (에이티엠);Bankomat;;I
화장실;WC;;I
은행;Bank;;I
백화점;Kaufhaus;;I
도서관;Bibliothek;;I
서점, 책방;Buchhandlung;;I
카페;Cafe;;I
한식당;koreanisches Restaurant;;I
산;Berg;;I
