커피;Kaffee;;I
주스;Saft;;I
물;Wasser;;I
술;Alkohol;;I
차;Tee;;I
녹차;Grüntee;;I
홍차;Schwarztee;;I
소주;koreanischer Schnaps;;I
맥주;Bier;;I
우유;Milch;;I
음료수;Getränk;;I
소맥;Soju und Bier;;II
와인;Wein;;I
