공;0 (z.B. Telefonnummer);;I
영;0 (z.B. Mathematik);;I
일;1;;I
이;2;;I
삼;3;;I
사;4;;I
오;5;;I
육;6;;I
칠;7;;I
팔;8;;I
구;9;;I
십;10;;I
십일;11;;I
십이;12;;I
이십;20;;I
삼십;30;;I
사십;40;;I
오십;50;;I
육십;60;;I
칠십;70;;I
팔십;80;;I
구십;90;;I
백;100;;I
천;1000;;I
만;10.000;;II
억;100.000.000;;II
